CODE,LOCATION,TYPE,RATING (MAX = 5),Address,Description,Long Description,Tags_Creation_Description,Ticket Info,image_path,open_time,close_time,coordinate,tags
,The ZENITY Saigon District 1,,4.3,608 D. Vo Van Kiet,The ZENITY Saigon District 1 located at 608 D. Vo Van Kiet,The ZENITY Saigon District 1 is a 4-star hotel in Ho Chi Minh City. Rated 8.7/10 by 16 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Zenity 2-Bedroom Deluxe' with 2 queen beds and 1 sofa bed. ,,~₫2300000/night (approx. $92),https://ak-d.tripcdn.com/images/1mc0q12000li1j94n35D2_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.755753, 106.688019",
,Your Homes River Gate Premium,,4.7,151 Đường Bến Vân Đồn,Your Homes River Gate Premium located at 151 Đường Bến Vân Đồn,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),https://ak-d.tripcdn.com/images/0204812000c3sv39v2654_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76198, 106.69936",Great stay!|Great location
,The Royal LandPark - Phu My Hung,,4.2,"25 Hung Gia 3 Street, Tan Phong Ward","The Royal LandPark - Phu My Hung located at 25 Hung Gia 3 Street, Tan Phong Ward",The Royal LandPark - Phu My Hung is a 2-star hotel in Ho Chi Minh City. Rated 8.5/10 by 82 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC) | Phu My Hung. The most popular room is 'One - Bedroom Suite- connecting room' with 1 king bed and 1 sofa bed. Great stay!|Great service,Great stay!|Great service,~₫1250000/night (approx. $50),https://ak-d.tripcdn.com/images/1mc4h12000dpb9xthEBE3_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.732348, 106.709387",Great stay!|Great service
,Cozrum Homes - Premier Residence,,4.0,135/4 Nguyễn Cửu Vân,Cozrum Homes - Premier Residence located at 135/4 Nguyễn Cửu Vân,Cozrum Homes - Premier Residence is a 3-star hotel in Ho Chi Minh City. Rated 8.1/10 by 26 reviews. Guests praise its location near Near Saigon Japan Town | Hang Xanh. The most popular room is 'Comfort Studio' with 1 queen bed. ,,~₫925000/night (approx. $37),https://ak-d.tripcdn.com/images/0585312000d3er4223531_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.79631, 106.70544",
,Cactusland Hotel Tan Binh,,4.2,35 Binh Gia,Cactusland Hotel Tan Binh located at 35 Binh Gia,Cactusland Hotel Tan Binh is a 2-star hotel in Ho Chi Minh City. Rated 8.4/10 by 47 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Standard Queen Room' with 1 queen bed. Clean and tidy|Great rooms,Clean and tidy|Great rooms,~₫350000/night (approx. $14),https://ak-d.tripcdn.com/images/1mc5i12000f3wmi65DAEB_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.800318, 106.644416",Clean and tidy|Great rooms
,Home Away Homestay - Do Quang Dau,,4.1,"38 Do Quang Dau, Pham Ngu Lao Ward, District 1","Home Away Homestay - Do Quang Dau located at 38 Do Quang Dau, Pham Ngu Lao Ward, District 1",Home Away Homestay - Do Quang Dau is a 3-star hotel in Ho Chi Minh City. Rated 8.2/10 by 26 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Deluxe Queen Room （No Window）' with 1 queen bed and 1 futon bed. Great location,Great location,~₫450000/night (approx. $18),https://ak-d.tripcdn.com/images/1z62y12000exhw1170775_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.767444, 106.690634",Great location
,InterContinental Grand Ho Tram,,4.7,"Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),https://ak-d.tripcdn.com/images/0225b120009c6vqxq46A4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.486559, 107.454275",Great stay!|Great service
,Bin Bin Hotel 3 - Near SC Vivo City D7,,4.4,"58 Street No. 2, Phu My Hung","Bin Bin Hotel 3 - Near SC Vivo City D7 located at 58 Street No. 2, Phu My Hung",Bin Bin Hotel 3 - Near SC Vivo City D7 is a 2-star hotel in Ho Chi Minh City. Rated 8.8/10 by 23 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC) | Phu My Hung. The most popular room is 'Superior Room' with 1 queen bed. ,,~₫400000/night (approx. $16),https://ak-d.tripcdn.com/images/0226g12000gxt22oeEA4A_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.733928, 106.70878",
,Beautiful Hotel Bui vien,,4.2,"40/21 Bui Vien, Ben Thanh ward","Beautiful Hotel Bui vien located at 40/21 Bui Vien, Ben Thanh ward",Beautiful Hotel Bui vien is a 2-star hotel in Ho Chi Minh City. Rated 8.4/10 by . Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Standard King Room' with 1 queen bed. ,,~₫400000/night (approx. $16),https://ak-d.tripcdn.com/images/0224l12000m6shwhe3A35_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.767977, 106.694131",
,M Village Living 47 Thao Dien,,4.2,"46 47 street, Thao Dien Ward","M Village Living 47 Thao Dien located at 46 47 street, Thao Dien Ward",M Village Living 47 Thao Dien is a 3-star hotel in Ho Chi Minh City. Rated 8.5/10 by 2 reviews. Guests praise its location near Near The Saigon International University | Thao Dien. The most popular room is '1 Bedroom' with 1 queen bed. ,,~₫1325000/night (approx. $53),https://ak-d.tripcdn.com/images/1mc2j12000ins2dalAD1B_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.811652, 106.72989",
,CeLaVie Serviced Apartment - the Vinhomes and Landmark,,4.2,"208 Nguyen Huu Canh Street, 22 Ward","CeLaVie Serviced Apartment - the Vinhomes and Landmark located at 208 Nguyen Huu Canh Street, 22 Ward",CeLaVie Serviced Apartment - the Vinhomes and Landmark is a 4-star hotel in Ho Chi Minh City. Rated 8.3/10 by 33 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Hang Xanh. The most popular room is 'Two Bedroom Residence' with 2 queen beds. Great stay!|Great location,Great stay!|Great location,~₫1375000/night (approx. $55),https://ak-d.tripcdn.com/images/1mc6g12000dmviw5285F7_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.79499, 106.72182",Great stay!|Great location
,Urban Zen Saigon - Celadon Aeon Mall,,4.2,"Road N3, Celadon City","Urban Zen Saigon - Celadon Aeon Mall located at Road N3, Celadon City","Urban Zen Saigon - Celadon Aeon Mall is a 3-star hotel in Ho Chi Minh City. Rated 8.5/10 by 10 reviews. Guests praise its location near Near Hoa Nắng Spa, 958/37 Âu cơ, phường 14, Tân Bình, Thành phố Hồ Chí Minh. The most popular room is '2-Bedroom Apartment' with 2 queen beds. ",,~₫1925000/night (approx. $77),https://ak-d.tripcdn.com/images/1mc4f12000faqacaw093A_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.802326, 106.614942",
,THE LUMIERE RIVERSIDE LUXURY SUITE,,4.1,"259 Vo Nguyen Giap, District 2","THE LUMIERE RIVERSIDE LUXURY SUITE located at 259 Vo Nguyen Giap, District 2",THE LUMIERE RIVERSIDE LUXURY SUITE is a 4-star hotel in Ho Chi Minh City. Rated 8.2/10 by 63 reviews. Guests praise its location near Near An Phu Metro Station | An Phu Ward. The most popular room is 'President 1 Bedroom City View' with 1 king bed. Great swimming pool|Clean pool,Great swimming pool|Clean pool,~₫1550000/night (approx. $62),https://ak-d.tripcdn.com/images/0204r12000dd4s8xxC48E_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.80364, 106.7486",Great swimming pool|Clean pool
,A In Hotel Atistar,,4.2,"30 Street Number 14, Ward 5","A In Hotel Atistar located at 30 Street Number 14, Ward 5",A In Hotel Atistar is a 2-star hotel in Ho Chi Minh City. Rated 8.3/10 by 15 reviews. Guests praise its location near Near Ga Gò Vấp. The most popular room is 'Standard Double Room' with 1 queen bed. ,,~₫675000/night (approx. $27),https://ak-d.tripcdn.com/images/1z61912000ez78xst16AD_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.831301, 106.689309",
,M Village Living Nguyen Van Huong,,4.4,"120, 10 - 12 - 14 Nguyen Van Huong Street, Thao Dien Ward","M Village Living Nguyen Van Huong located at 120, 10 - 12 - 14 Nguyen Van Huong Street, Thao Dien Ward",M Village Living Nguyen Van Huong is a 3-star hotel in Ho Chi Minh City. Rated 8.8/10 by 31 reviews. Guests praise its location near Near The Saigon International University | Thao Dien. The most popular room is 'Deluxe Room' with 1 queen bed. ,,~₫1525000/night (approx. $61),https://ak-d.tripcdn.com/images/1mc5y12000insd23sB3C1_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.809564, 106.725687",
,Sheraton Saigon Grand Opera Hotel,,4.7,"88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel located at 88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel is a 5-star hotel in Ho Chi Minh City. Rated 9.3/10 by 476 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Guest Room, 1 King Bed' with 1 king bed. Delicious breakfast|Located downtown",Delicious breakfast|Located downtown,~₫4825000/night (approx. $193),https://ak-d.tripcdn.com/images/1mc3112000icibkvj724E_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.775446, 106.703878",Delicious breakfast|Located downtown
,Imperial Elegance Zenity D1,,4.2,"608 D. Vo Van Kiet, Cau Kho","Imperial Elegance Zenity D1 located at 608 D. Vo Van Kiet, Cau Kho",Imperial Elegance Zenity D1 is a 3-star hotel in Ho Chi Minh City. Rated 8.5/10 by 7 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is '2 Bedroom Apartment' with 2 queen beds. Comfortable bed,Comfortable bed,~₫2200000/night (approx. $88),https://ak-d.tripcdn.com/images/1mc6412000ffatdwp6CDE_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.755249, 106.687658",Comfortable bed
,Somerset Chancellor Court,,4.5,21-23 Nguyen Thi Minh Khai,Somerset Chancellor Court located at 21-23 Nguyen Thi Minh Khai,Somerset Chancellor Court is a 5-star hotel in Ho Chi Minh City. Rated 8.9/10 by 138 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Executive Studio' with 1 king bed. Great location|Great rooms,Great location|Great rooms,~₫2850000/night (approx. $114),https://ak-d.tripcdn.com/images/220l0z000000n60p782C4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.784143, 106.699465",Great location|Great rooms
,TTC Hotel - Airport,,4.0,315 Hoàng Văn Thụ,TTC Hotel - Airport located at 315 Hoàng Văn Thụ,TTC Hotel - Airport is a 3-star hotel in Ho Chi Minh City. Rated 8.1/10 by 45 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'TTC Suite City View' with 1 king bed. Easy to get around|Great rooms,Easy to get around|Great rooms,~₫1250000/night (approx. $50),https://ak-d.tripcdn.com/images/1mc0t12000ghxkhdw5B0A_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.800474, 106.661592",Easy to get around|Great rooms
,A25 Hotel - 25 Truong Dinh,,4.2,"25 Truong Dinh, Ben Thanh","A25 Hotel - 25 Truong Dinh located at 25 Truong Dinh, Ben Thanh",A25 Hotel - 25 Truong Dinh is a 2-star hotel in Ho Chi Minh City. Rated 8.5/10 by 22 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Standard Double Room' with 1 queen bed. Great location,Great location,~₫850000/night (approx. $34),https://ak-d.tripcdn.com/images/1mc1p12000ifwth5mFCA9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.771755, 106.696157",Great location
,JW Marriott Hotel & Suites Saigon,,4.6,"Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon located at Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Guest Room, 2 Twin' with 2 single beds. Great location|Great stay!",Great location|Great stay!,~₫6625000/night (approx. $265),https://ak-d.tripcdn.com/images/0223312000h04end9BCB9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.780941, 106.700568",Great location|Great stay!
,Soho Residence Classic Apartments,,4.2,"100 Co Giang Street, Co Giang Ward","Soho Residence Classic Apartments located at 100 Co Giang Street, Co Giang Ward",Soho Residence Classic Apartments is a 3-star hotel in Ho Chi Minh City. Rated 8.3/10 by 7 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Studio' with 1 queen bed. ,,~₫1075000/night (approx. $43),https://ak-d.tripcdn.com/images/1mc2212000moh5wg39088_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.763579, 106.694465",
,Rex Hotel,,4.4,141 Nguyen Hue Blvd,Rex Hotel located at 141 Nguyen Hue Blvd,Rex Hotel is a 5-star hotel in Ho Chi Minh City. Rated 8.8/10 by 203 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Rex Suite King' with 1 king bed. Delicious breakfast|Located downtown,Delicious breakfast|Located downtown,~₫3450000/night (approx. $138),https://ak-d.tripcdn.com/images/220u0z000000n5top9ACB_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.77574, 106.70141",Delicious breakfast|Located downtown
,LANDMARK APARTMENTS in Vinhomes Central Park,,4.3,"Vinhomes Central Park, Park 6 Building (Office) , Van Hoa 4 Street","LANDMARK APARTMENTS in Vinhomes Central Park located at Vinhomes Central Park, Park 6 Building (Office) , Van Hoa 4 Street",LANDMARK APARTMENTS in Vinhomes Central Park is a 3-star hotel in Ho Chi Minh City. Rated 8.6/10 by 233 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is 'Superior Two Bedroom Apartment (Big)' with 1 king bed and 1 queen bed. Great service|Clean and tidy,Great service|Clean and tidy,~₫2050000/night (approx. $82),https://ak-d.tripcdn.com/images/1z61212000f1vdepyFCD4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.792907, 106.721692",Great service|Clean and tidy
,NICECY HOTEL - TRUONG QUYEN,,4.0,"64 Truong Quyen Street, Ward 6","NICECY HOTEL - TRUONG QUYEN located at 64 Truong Quyen Street, Ward 6",NICECY HOTEL - TRUONG QUYEN is a 2-star hotel in Ho Chi Minh City. Rated 8.0/10 by 1 review. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Superior King Room' with 1 queen bed. ,,~₫675000/night (approx. $27),https://ak-d.tripcdn.com/images/1mc1m12000lgkk6w241A5_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.787197, 106.692107",
,Your Homes River Gate Premium,,4.7,151 Đường Bến Vân Đồn,Your Homes River Gate Premium located at 151 Đường Bến Vân Đồn,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),https://ak-d.tripcdn.com/images/0204812000c3sv39v2654_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76198, 106.69936",Great stay!|Great location
,Song Nhat Hotel,,4.3,20/19 Nui Thanh Street,Song Nhat Hotel located at 20/19 Nui Thanh Street,Song Nhat Hotel is a 2-star hotel in Ho Chi Minh City. Rated 8.6/10 by 15 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Superior Room with Double Bed' with 1 double bed. Great stay!|Great amenities,Great stay!|Great amenities,~₫350000/night (approx. $14),https://ak-d.tripcdn.com/images/0225q12000dofkbmi9F23_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.800256, 106.642318",Great stay!|Great amenities
,M Village Living Cao Thang,,4.5,"124/1 Cao Thang Street, Ward 4","M Village Living Cao Thang located at 124/1 Cao Thang Street, Ward 4",M Village Living Cao Thang is a 3-star hotel in Ho Chi Minh City. Rated 9.0/10 by 33 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Studio' with 1 queen bed. Great stay!|Great service,Great stay!|Great service,~₫1400000/night (approx. $56),https://ak-d.tripcdn.com/images/1mc3a12000insnsat2174_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.772453, 106.67972",Great stay!|Great service
,M Village Living Nam Ky Khoi Nghia,,4.0,"214 Nam Ky Khoi Nghia Street, Vo Thi Sau Ward","M Village Living Nam Ky Khoi Nghia located at 214 Nam Ky Khoi Nghia Street, Vo Thi Sau Ward",M Village Living Nam Ky Khoi Nghia is a 3-star hotel in Ho Chi Minh City. Rated 8.0/10 by 19 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Duplex Apartment' with 1 queen bed. Great service|Clean and tidy,Great service|Clean and tidy,~₫1050000/night (approx. $42),https://ak-d.tripcdn.com/images/1mc0i12000f926kzbE1FA_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.783485, 106.691573",Great service|Clean and tidy
,Elysian Home & Spa,,4.8,"18A/30 Nguyen Thi Minh Khai, Dakao Ward","Elysian Home & Spa located at 18A/30 Nguyen Thi Minh Khai, Dakao Ward",Elysian Home & Spa is a 2-star hotel in Ho Chi Minh City. Rated 9.5/10 by 15 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Three Bedroom Apartment' with 3 queen beds. ,,~₫950000/night (approx. $38),https://ak-d.tripcdn.com/images/1mc2n12000kl9prdsC974_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.786527, 106.700243",
,InterContinental Grand Ho Tram,,4.7,"Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),https://ak-d.tripcdn.com/images/0225b120009c6vqxq46A4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.486559, 107.454275",Great stay!|Great service
,LalaHouse Riverside Residence,,4.1,51 Nguyen Ngoc Phuong Street,LalaHouse Riverside Residence located at 51 Nguyen Ngoc Phuong Street,LalaHouse Riverside Residence is a 3-star hotel in Ho Chi Minh City. Rated 8.2/10 by 17 reviews. Guests praise its location near Near Saigon Japan Town | Hang Xanh. The most popular room is 'Superior Room' with 1 queen bed. ,,~₫450000/night (approx. $18),https://ak-d.tripcdn.com/images/0585q12000ehshhflF0F5_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.788993, 106.708961",
,Lunaria Maison - Central Park,,4.1,"187B Hai Ba Trung, Ward Vo Thi Sau","Lunaria Maison - Central Park located at 187B Hai Ba Trung, Ward Vo Thi Sau",Lunaria Maison - Central Park is a 3-star hotel in Ho Chi Minh City. Rated 8.2/10 by 9 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Standard Double Room' with 1 queen bed. ,,~₫500000/night (approx. $20),https://ak-d.tripcdn.com/images/1mc6e12000l27zpgk6EA6_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.785564, 106.693968",
,Sam Royal Apartment,,4.0,59-61 Thu Khoa Huan St,Sam Royal Apartment located at 59-61 Thu Khoa Huan St,Sam Royal Apartment is a 4-star hotel in Ho Chi Minh City. Rated 8.0/10 by 27 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Family Studio Apartment' with 2 queen beds. Great location|Great rooms,Great location|Great rooms,~₫1775000/night (approx. $71),https://ak-d.tripcdn.com/images/1mc1k12000gxx6g2h9A49_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.77451, 106.6964",Great location|Great rooms
,Lancaster Japan Town - Saigon District 1,,4.2,20-22 Bis D. Le Thanh Ton,Lancaster Japan Town - Saigon District 1 located at 20-22 Bis D. Le Thanh Ton,Lancaster Japan Town - Saigon District 1 is a 4-star hotel in Ho Chi Minh City. Rated 8.4/10 by 8 reviews. Guests praise its location near Near Saigon Japan Town | Le Thanh Ton. The most popular room is 'Madison Luxe Room' with 2 queen beds. ,,~₫3775000/night (approx. $151),https://ak-d.tripcdn.com/images/1mc3d12000o823wc59FB1_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.780822, 106.704573",
,Cactusland Hotel & Apartment,,4.2,"251/8 Nguyen Van Troi Street, Phu Nhuan Dist","Cactusland Hotel & Apartment located at 251/8 Nguyen Van Troi Street, Phu Nhuan Dist",Cactusland Hotel & Apartment is a 2-star hotel in Ho Chi Minh City. Rated 8.4/10 by 25 reviews. Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Standard Studio' with 1 queen bed. Clean and tidy|Great location,Clean and tidy|Great location,~₫500000/night (approx. $20),https://ak-d.tripcdn.com/images/1mc4f12000o12ans1FCAD_R_600_600_R5_D.png_.webp,0:00,23:59,"10.795837, 106.673755",Clean and tidy|Great location
,Minh Chau Hotel,,4.0,119 Hoà Hưng,Minh Chau Hotel located at 119 Hoà Hưng,Minh Chau Hotel is a 2-star hotel in Ho Chi Minh City. Rated 8.0/10 by 40 reviews. Guests praise its location near Near Saigon Train Station. The most popular room is 'Superior Queen Room' with 1 queen bed. Clean and tidy,Clean and tidy,~₫325000/night (approx. $13),https://ak-d.tripcdn.com/images/220k0i0000009iuhmEF6A_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.778533, 106.672892",Clean and tidy
,Boutique Garden Hotel,,4.2,"R3-84 Hung Phuoc 3, Phu My Hung","Boutique Garden Hotel located at R3-84 Hung Phuoc 3, Phu My Hung",Boutique Garden Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.4/10 by 79 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC) | Phu My Hung. The most popular room is 'Superior Room' with 1 double bed. Great stay!|Clean and tidy,Great stay!|Clean and tidy,~₫1800000/night (approx. $72),https://ak-d.tripcdn.com/images/1ik3o12000njaypea1CDF_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.730463, 106.707699",Great stay!|Clean and tidy
,Phan Anh Hotel - Bui Vien Walking Street,,4.2,373/6 Phạm Ngũ Lão,Phan Anh Hotel - Bui Vien Walking Street located at 373/6 Phạm Ngũ Lão,Phan Anh Hotel - Bui Vien Walking Street is a 2-star hotel in Ho Chi Minh City. Rated 8.3/10 by 23 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Standard Double Room' with 2 queen beds. Great location,Great location,~₫450000/night (approx. $18),https://ak-d.tripcdn.com/images/1mc3012000nm4nmb2DA0B_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.766745, 106.689441",Great location
,Sheraton Saigon Grand Opera Hotel,,4.7,"88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel located at 88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel is a 5-star hotel in Ho Chi Minh City. Rated 9.3/10 by 476 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Guest Room, 1 King Bed' with 1 king bed. Delicious breakfast|Located downtown",Delicious breakfast|Located downtown,~₫4825000/night (approx. $193),https://ak-d.tripcdn.com/images/1mc3112000icibkvj724E_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.775446, 106.703878",Delicious breakfast|Located downtown
,Galaxy Bui vien Street  Home,,4.0,265/5 Pham Ngu Lao,Galaxy Bui vien Street  Home located at 265/5 Pham Ngu Lao,Galaxy Bui vien Street  Home is a 2-star hotel in Ho Chi Minh City. Rated 8.1/10 by 20 reviews. Guests praise its location near Near Bui Vien Walking Street | Pham Ngu Lao Street Area. The most popular room is 'Superior Room' with 1 small double bed. ,,~₫400000/night (approx. $16),https://ak-d.tripcdn.com/images/1mc4j12000mydcy3a0FA8_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76777, 106.69228",
,Cozy studio/Netflix projector/Private kitchen,,4.5,457/8 Tran Hung Dao Street,Cozy studio/Netflix projector/Private kitchen located at 457/8 Tran Hung Dao Street,Cozy studio/Netflix projector/Private kitchen is a 2-star hotel in Ho Chi Minh City. Rated 9.0/10 by 1 review. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Cozy Studio/ Netflix Projector/ Private Kitchen' with 1 king bed. ,,~₫500000/night (approx. $20),https://ak-d.tripcdn.com/images/1z65q12000m0l0rd3CAFD_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.759003, 106.687184",
,Ngo house,,4.0,"132 Ngo Thi Thu Minh street, Ward 2","Ngo house located at 132 Ngo Thi Thu Minh street, Ward 2",Ngo house is a 2-star hotel in Ho Chi Minh City. Rated 8.0/10 by . Guests praise its location near Near Tan Son Nhat International Airport. The most popular room is 'Standard Room' with 1 queen bed. ,,~₫350000/night (approx. $14),https://ak-d.tripcdn.com/images/1mc5j12000nuwgmo6A699_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.798056, 106.662333",
,Lancaster Ho Chi Minh Serviced Apartment Official,,4.2,22 - 22Bis Le Thanh,Lancaster Ho Chi Minh Serviced Apartment Official located at 22 - 22Bis Le Thanh,Lancaster Ho Chi Minh Serviced Apartment Official is a 4-star hotel in Ho Chi Minh City. Rated 8.4/10 by 40 reviews. Guests praise its location near Near Saigon Japan Town | Le Thanh Ton. The most popular room is 'Two-Bedroom Apartment' with 2 queen beds. Great stay!,Great stay!,~₫2350000/night (approx. $94),https://ak-d.tripcdn.com/images/200216000001083bhA8B1_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.78087, 106.7047",Great stay!
,JW Marriott Hotel & Suites Saigon,,4.6,"Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon located at Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Guest Room, 2 Twin' with 2 single beds. Great location|Great stay!",Great location|Great stay!,~₫6625000/night (approx. $265),https://ak-d.tripcdn.com/images/0223312000h04end9BCB9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.780941, 106.700568",Great location|Great stay!
,Cactusland Homestay - Tran Hung Dao,,4.5,"393/30 Tran Hung Dao Street, Cau Ong Lanh Ward","Cactusland Homestay - Tran Hung Dao located at 393/30 Tran Hung Dao Street, Cau Ong Lanh Ward",Cactusland Homestay - Tran Hung Dao is a 2-star hotel in Ho Chi Minh City. Rated 8.9/10 by 2 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Standard Double Room' with 1 queen bed. ,,~₫325000/night (approx. $13),https://ak-d.tripcdn.com/images/1mc5w12000mzkuve636BB_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.75928, 106.688464",
